NVC2.1_camp_name,year,loc_cow,targ_cow,NVC2.1_prim_meth,NVC2.1_total_part,NVC2.1_camp_structure,NVC2.1_sec_defect,NVC2.1_state_defect,NVC2.1_success,NVC2.1_camp_duration,NVC2.1_camp_goals,NVC2.1_progress
Somali rebels (Ogaden),1980,530,530,0,20000,0,0,0,0,8,3,0
Somali rebels (Ogaden),1981,530,530,0,-99,0,0,0,0,8,3,0
Somali rebels (Ogaden),1982,530,530,0,8000,0,0,0,0,8,3,0
Somali rebels (Ogaden),1983,530,530,0,4000,0,0,0,0,8,3,5
Somalia clan factions (SNM),1982,520,520,0,4000,1,1,1,0,10,0,0
Somalia clan factions (SNM),1983,520,520,0,1500,1,0,0,0,10,0,0
Somalia clan factions (SNM),1984,520,520,0,36350,1,0,0,0,10,0,0
Somalia clan factions (SNM),1985,520,520,0,-99,1,0,0,0,10,0,0
Somalia clan factions (SNM),1986,520,520,0,4000,1,0,0,0,10,0,0
Somalia clan factions (SNM),1987,520,520,0,200,1,0,0,0,10,0,0
Somalia clan factions (SNM),1988,520,520,0,10000,1,0,0,0,10,0,0
Somalia clan factions (SNM),1989,520,520,0,13000,1,0,0,0,10,0,1
Somalia clan factions (SNM),1990,520,520,0,15000,1,0,0,0,10,0,1
Somalia clan factions (SNM),1991,520,520,0,27500,1,0,0,1,10,0,4
Somalia militia insurgencies,1993,520,520,0,10000,1,0,0,0,2,1,0
Somalia militia insurgencies,1994,520,520,0,10000,1,0,0,1,2,1,4
South Africa First Defiance Campaign,1952,560,560,1,15000,0,0,0,0,12,2,0
South Africa First Defiance Campaign,1953,560,560,1,1000,0,0,0,0,12,2,0
South Africa First Defiance Campaign,1954,560,560,1,50000,0,0,0,0,12,2,0
South Africa First Defiance Campaign,1955,560,560,1,3000,0,0,0,0,12,2,0
South Africa First Defiance Campaign,1956,560,560,1,20000,0,0,0,0,12,2,0
South Africa First Defiance Campaign,1957,560,560,1,100000,0,0,0,0,12,2,0
South Africa First Defiance Campaign,1958,560,560,1,5000,0,0,0,0,12,2,0
South Africa First Defiance Campaign,1959,560,560,1,30000,0,0,0,0,12,2,0
South Africa First Defiance Campaign,1960,560,560,1,70000,0,0,0,0,12,0,0
South Africa First Defiance Campaign,1961,560,560,0,-99,0,0,0,0,12,0,0
South Africa First Defiance Campaign,1962,560,560,0,150,0,0,0,0,12,0,0
South Africa First Defiance Campaign,1963,560,560,0,-99,0,0,0,0,12,0,5
South Africa Second Defiance Campaign,1980,560,560,0,2000,0,0,0,0,15,0,0
South Africa Second Defiance Campaign,1981,560,560,0,5400,0,0,0,0,15,0,0
South Africa Second Defiance Campaign,1982,560,560,0,5400,0,0,0,0,15,0,0
South Africa Second Defiance Campaign,1983,560,560,1,1000000,0,0,0,0,15,0,0
South Africa Second Defiance Campaign,1984,560,560,1,250000,0,0,0,0,15,0,0
South Africa Second Defiance Campaign,1985,560,560,1,240000,0,0,0,0,15,0,0
South Africa Second Defiance Campaign,1986,560,560,1,2000001,0,0,0,0,15,0,2
South Africa Second Defiance Campaign,1987,560,560,1,500000,0,0,0,0,15,0,0
South Africa Second Defiance Campaign,1988,560,560,1,2000001,0,0,0,0,15,0,2
South Africa Second Defiance Campaign,1989,560,560,1,200001,0,0,0,0,15,0,3
South Africa Second Defiance Campaign,1990,560,560,1,200001,0,0,0,0,15,0,3
South Africa Second Defiance Campaign,1991,560,560,1,3500000,0,0,0,0,15,0,3
South Africa Second Defiance Campaign,1992,560,560,1,4000000,0,0,0,0,15,0,3
South Africa Second Defiance Campaign,1993,560,560,1,3000000,0,0,0,0,15,0,3
South Africa Second Defiance Campaign,1994,560,560,1,80000,0,0,0,1,15,0,4
South Korea Anti-Junta,1979,732,732,1,5000,0,1,1,0,2,0,0
South Korea Anti-Junta,1980,732,732,1,200000,0,0,0,0,2,0,5
South Korea Anti-Military,1987,732,732,1,1000001,0,0,0,1,1,0,4
South Korea Student Revolution,1960,732,732,1,100000,0,1,0,1,1,0,4
Taiwan pro-democracy movement,1979,713,713,1,10000,0,0,0,0,8,2,0
Taiwan pro-democracy movement,1980,713,713,1,-99,0,0,0,0,8,2,0
Taiwan pro-democracy movement,1981,713,713,1,-99,0,0,0,0,8,2,0
Taiwan pro-democracy movement,1982,713,713,1,-99,0,0,0,0,8,2,0
Taiwan pro-democracy movement,1983,713,713,1,-99,0,0,0,0,8,2,1
Taiwan pro-democracy movement,1984,713,713,1,-99,0,0,0,0,8,2,1
Taiwan pro-democracy movement,1985,713,713,1,-99,0,0,0,0,8,2,1
Taiwan pro-democracy movement,1986,713,713,1,-99,0,0,0,0,8,1,5
Taiwanese Revolt,1947,713,710,0,10000,0,-99,0,0,1,4,5
Taliban Resistance,2001,700,700,0,5000,0,0,0,0,13,0,0
Taliban Resistance,2002,700,700,0,1500,0,0,0,0,13,0,0
Taliban Resistance,2003,700,700,0,2000,0,0,0,0,13,0,0
Taliban Resistance,2004,700,700,0,2001,0,0,0,0,13,0,0
Taliban Resistance,2005,700,700,0,2001,0,0,0,0,13,0,0
Taliban Resistance,2006,700,700,0,15000,0,0,0,0,13,0,1
Taliban Resistance,2007,700,700,0,6000,1,-99,0,0,13,0,0
Taliban Resistance,2008,700,700,0,11000,1,-99,0,0,13,0,1
Taliban Resistance,2009,700,700,0,25000,1,-99,0,0,13,0,1
Taliban Resistance,2010,700,700,0,36000,1,-99,0,0,13,0,0
Taliban Resistance,2011,700,700,0,36000,1,0,0,0,13,0,1
Taliban Resistance,2012,700,700,0,35000,1,1,0,0,13,0,1
Taliban Resistance,2013,700,700,0,60001,1,-99,0,0,13,0,1
Taliban/ Anti-Government Forces,1992,700,700,0,241000,1,1,1,0,5,0,3
Taliban/ Anti-Government Forces,1993,700,700,0,231000,1,1,1,0,5,0,2
Taliban/ Anti-Government Forces,1994,700,700,0,231000,1,1,1,0,5,0,1
Taliban/ Anti-Government Forces,1995,700,700,0,311000,1,0,0,0,5,0,1
Taliban/ Anti-Government Forces,1996,700,700,0,316000,1,1,1,1,5,0,4
Tauregs,1989,432,432,0,150,-99,0,0,0,7,-99,0
Tauregs,1990,432,432,0,3000,0,0,0,0,7,3,0
Tauregs,1991,432,432,0,-99,0,0,0,0,7,4,2
Tauregs,1992,432,432,0,3001,0,0,0,0,7,4,2
Tauregs,1993,432,432,0,3001,0,0,0,0,7,4,3
Tauregs,1994,432,432,0,3001,0,1,0,0,7,4,2
Tauregs,1995,432,432,0,3001,1,0,0,0,7,4,5
Thai communist rebels,1966,800,800,0,1500,1,0,0,0,16,0,0
Thai communist rebels,1967,800,800,0,1900,1,0,0,0,16,0,0
Thai communist rebels,1968,800,800,0,4000,1,0,0,0,16,0,0
Thai communist rebels,1969,800,800,0,2400,1,0,0,0,16,0,0
Thai communist rebels,1970,800,800,0,5000,1,0,0,0,16,0,0
Thai communist rebels,1971,800,800,0,5000,1,0,0,0,16,0,0
Thai communist rebels,1972,800,800,0,7700,1,0,0,0,16,0,0
Thai communist rebels,1973,800,800,0,7000,1,0,0,0,16,0,0
Thai communist rebels,1974,800,800,0,8000,1,0,0,0,16,0,0
Thai communist rebels,1975,800,800,0,17000,1,-99,-99,0,16,0,0
Thai communist rebels,1976,800,800,0,10000,1,0,0,0,16,0,0
Thai communist rebels,1977,800,800,0,12000,1,-99,-99,0,16,0,0
Thai communist rebels,1978,800,800,0,14000,1,0,0,0,16,0,0
Thai communist rebels,1979,800,800,0,12600,1,0,0,0,16,0,0
Thai communist rebels,1980,800,800,0,10000,1,0,0,0,16,0,0
Thai communist rebels,1981,800,800,0,11500,1,0,0,0,16,0,5
Thai pro-dem movement,1992,800,800,1,500000,0,0,1,1,1,0,4
Thai student protests,1973,800,800,1,400000,0,1,0,1,1,0,4
The Stir,1990,790,790,1,200000,0,0,1,1,1,0,4
Third Hutu Rebellion,1991,516,516,0,-99,1,0,0,0,18,0,0
Third Hutu Rebellion,1992,516,516,0,400,0,0,0,0,18,0,0
Third Hutu Rebellion,1993,516,516,0,12500,0,0,0,0,18,0,3
Third Hutu Rebellion,1994,516,516,0,12500,0,0,0,0,18,0,0
Third Hutu Rebellion,1995,516,516,0,12500,0,0,1,0,18,0,0
Third Hutu Rebellion,1996,516,516,0,12500,0,0,0,0,18,0,0
Third Hutu Rebellion,1997,516,516,0,12500,0,0,0,0,18,0,0
Third Hutu Rebellion,1998,516,516,0,13000,0,0,0,0,18,0,0
Third Hutu Rebellion,1999,516,516,0,8000,0,0,0,0,18,0,0
Third Hutu Rebellion,2000,516,516,0,20000,0,0,0,0,18,0,2
Third Hutu Rebellion,2001,516,516,0,19000,0,0,0,0,18,0,2
Third Hutu Rebellion,2002,516,516,0,19000,0,0,0,0,18,0,3
Third Hutu Rebellion,2003,516,516,0,39000,1,0,0,0,18,0,0
Third Hutu Rebellion,2004,516,516,0,2000,1,0,0,0,18,0,3
Third Hutu Rebellion,2005,516,516,0,2000,1,0,0,0,18,0,0
Third Hutu Rebellion,2006,516,516,0,2000,1,0,0,0,18,0,0
Third Hutu Rebellion,2007,516,516,0,2000,1,0,0,0,18,0,0
Third Hutu Rebellion,2008,516,516,0,1500,1,0,0,0,18,0,5
Tiananmen,1989,710,710,1,2000000,0,0,1,0,1,0,5
Tibetan Uprising,1987,710,710,1,2000,0,0,0,0,3,5,0
Tibetan Uprising,1988,710,710,1,10000,0,0,0,0,3,5,0
Tibetan Uprising,1989,710,710,1,2001,0,0,0,0,3,5,5
Tibetan resistance,1956,710,710,0,15000,0,0,0,0,4,5,0
Tibetan resistance,1957,710,710,0,-99,0,0,0,0,4,5,0
Tibetan resistance,1958,710,710,0,5000,1,0,0,0,4,5,1
Tibetan resistance,1959,710,710,0,30000,1,0,0,0,4,5,5
Tigrean Self-Determination Campaign,1978,530,530,0,2000,1,0,0,0,14,4,0
Tigrean Self-Determination Campaign,1979,530,530,0,2000,1,0,0,0,14,4,0
Tigrean Self-Determination Campaign,1980,530,530,0,5000,1,0,0,0,14,4,0
Tigrean Self-Determination Campaign,1981,530,530,0,7500,1,0,0,0,14,0,0
Tigrean Self-Determination Campaign,1982,530,530,0,7500,1,0,0,0,14,0,0
Tigrean Self-Determination Campaign,1983,530,530,0,15000,1,0,0,0,14,0,0
Tigrean Self-Determination Campaign,1984,530,530,0,15000,1,0,1,0,14,0,0
Tigrean Self-Determination Campaign,1985,530,530,0,15000,1,0,1,0,14,0,0
Tigrean Self-Determination Campaign,1986,530,530,0,10000,1,0,1,0,14,0,0
Tigrean Self-Determination Campaign,1987,530,530,0,10000,1,0,1,0,14,0,2
Tigrean Self-Determination Campaign,1988,530,530,0,20000,1,0,1,0,14,0,0
Tigrean Self-Determination Campaign,1989,530,530,0,40000,1,1,1,0,14,0,0
Tigrean Self-Determination Campaign,1990,530,530,0,70000,1,0,1,0,14,0,0
Tigrean Self-Determination Campaign,1991,530,530,0,70000,1,0,1,1,14,0,4
Timorese Independence Campaign,1975,860,850,0,20000,0,0,0,0,25,5,0
Timorese Independence Campaign,1976,860,850,0,29500,0,0,0,0,25,5,0
Timorese Independence Campaign,1977,860,850,0,20000,0,0,0,0,25,5,0
Timorese Independence Campaign,1978,860,850,0,1000,0,0,0,0,25,5,0
Timorese Independence Campaign,1979,860,850,0,-99,0,0,0,0,25,5,0
Timorese Independence Campaign,1980,860,850,0,-99,0,0,0,0,25,5,0
Timorese Independence Campaign,1981,860,850,0,600,1,0,0,0,25,5,0
Timorese Independence Campaign,1982,860,850,0,400,1,0,0,0,25,5,0
Timorese Independence Campaign,1983,860,850,0,1700,1,1,0,0,25,5,0
Timorese Independence Campaign,1984,860,850,0,500,1,0,0,0,25,5,0
Timorese Independence Campaign,1985,860,850,0,500,1,0,0,0,25,5,0
Timorese Independence Campaign,1986,860,850,0,500,1,0,0,0,25,5,0
Timorese Independence Campaign,1987,860,850,0,500,1,0,0,0,25,5,0
Timorese Independence Campaign,1988,860,850,0,1500,1,0,0,0,25,5,0
Timorese Independence Campaign,1989,860,850,1,4000,1,0,0,0,25,5,0
Timorese Independence Campaign,1990,860,850,1,1400,1,0,0,0,25,5,0
Timorese Independence Campaign,1991,860,850,1,3500,1,0,0,0,25,5,0
Timorese Independence Campaign,1992,860,850,1,1168,1,0,0,0,25,5,0
Timorese Independence Campaign,1993,860,850,1,1000,1,0,0,0,25,5,0
Timorese Independence Campaign,1994,860,850,1,800,1,0,0,0,25,5,1
Timorese Independence Campaign,1995,860,850,1,200,1,0,0,0,25,5,1
Timorese Independence Campaign,1996,860,850,1,200000,1,0,0,0,25,5,0
Timorese Independence Campaign,1997,860,850,1,1700,1,0,1,0,25,5,0
Timorese Independence Campaign,1998,860,850,1,30000,1,0,0,0,25,5,3
Timorese Independence Campaign,1999,860,850,1,10000,1,0,0,1,25,5,4
Tulip Revolution,2005,703,703,1,50000,0,0,1,1,1,0,4
Tunisian independence movement,1952,616,616,1,300000,1,0,0,0,3,5,1
Tunisian independence movement,1953,616,616,0,200001,1,0,0,0,3,5,0
Tunisian independence movement,1954,616,616,0,325000,1,0,0,1,3,5,4
Tupac Amaru Revolutionary Movement (MRTA) - Senderista Insurgency,1996,135,135,0,201,1,0,0,0,2,1,0
Tupac Amaru Revolutionary Movement (MRTA) - Senderista Insurgency,1997,135,135,0,250,1,0,0,0,2,1,5
Tupamaros,1963,165,165,0,20,1,0,0,0,10,0,0
Tupamaros,1964,165,165,0,50,1,0,0,0,10,0,0
Tupamaros,1965,165,165,0,50,1,0,0,0,10,0,0
Tupamaros,1966,165,165,0,25,1,0,0,0,10,0,0
Tupamaros,1967,165,165,0,20,1,0,0,0,10,0,0
Tupamaros,1968,165,165,0,1000,1,1,0,0,10,0,0
Tupamaros,1969,165,165,0,1000,1,1,1,0,10,0,0
Tupamaros,1970,165,165,0,3000,1,1,0,0,10,0,0
Tupamaros,1971,165,165,0,3000,1,1,0,0,10,0,1
Tupamaros,1972,165,165,0,3500,1,1,0,0,10,0,5
Tutsi rebels,1990,517,517,0,2500,1,0,1,0,5,0,0
Tutsi rebels,1991,517,517,0,10000,1,0,1,0,5,0,0
Tutsi rebels,1992,517,517,0,5000,1,0,1,0,5,0,1
Tutsi rebels,1993,517,517,0,12000,1,0,1,0,5,0,1
Tutsi rebels,1994,517,517,0,25000,1,0,1,1,5,0,4
Tutsi supremacists,1991,516,516,0,-99,0,1,0,0,2,0,0
Tutsi supremacists,1992,516,516,0,-99,0,1,0,1,2,0,4
UNITA,1975,540,540,0,10000,1,0,0,0,28,0,0
UNITA,1976,540,540,0,15000,1,0,0,0,28,0,0
UNITA,1977,540,540,0,23000,1,0,0,0,28,0,0
UNITA,1978,540,540,0,12000,1,0,0,0,28,0,1
UNITA,1979,540,540,0,16000,1,0,0,0,28,0,1
UNITA,1980,540,540,0,20000,1,0,0,0,28,0,1
UNITA,1981,540,540,0,15000,1,0,0,0,28,0,0
UNITA,1982,540,540,0,14000,1,0,0,0,28,0,1
UNITA,1983,540,540,0,20000,1,0,0,0,28,0,1
UNITA,1984,540,540,0,35000,1,0,0,0,28,0,1
UNITA,1985,540,540,0,35500,1,0,0,0,28,0,1
UNITA,1986,540,540,0,41000,1,0,0,0,28,0,1
UNITA,1987,540,540,0,40000,1,1,0,0,28,0,0
UNITA,1988,540,540,0,10000,1,0,0,0,28,0,0
UNITA,1989,540,540,0,65000,1,0,0,0,28,0,0
UNITA,1990,540,540,0,65000,1,0,0,0,28,0,1
UNITA,1991,540,540,0,65000,1,0,0,0,28,0,1
UNITA,1992,540,540,0,65000,1,0,0,0,28,0,1
UNITA,1993,540,540,0,45000,1,0,0,0,28,0,1
UNITA,1994,540,540,0,55000,1,0,0,0,28,0,0
UNITA,1995,540,540,0,60000,1,0,0,0,28,0,0
UNITA,1996,540,540,0,62000,1,0,0,0,28,0,0
UNITA,1997,540,540,0,59000,1,0,0,0,28,0,0
UNITA,1998,540,540,0,35000,1,0,0,0,28,0,0
UNITA,1999,540,540,0,65000,1,0,0,0,28,0,0
UNITA,2000,540,540,0,50000,1,0,0,0,28,0,0
UNITA,2001,540,540,0,50000,1,0,0,0,28,0,0
UNITA,2002,540,540,0,20000,1,0,0,0,28,0,5
Ukrainian rebellion,1945,365,365,0,100001,1,0,0,0,5,3,0
Ukrainian rebellion,1946,365,365,0,100001,1,0,0,0,5,3,0
Ukrainian rebellion,1947,365,365,0,-99,1,0,0,0,5,3,0
Ukrainian rebellion,1948,365,365,0,-99,1,0,0,0,5,3,0
Ukrainian rebellion,1949,365,365,0,-99,1,0,0,0,5,3,5
Uruguay Anti-Military,1984,165,165,1,2000001,1,0,0,0,2,0,3
Uruguay Anti-Military,1985,165,165,1,-99,1,0,0,1,2,1,4
Velvet Revolution,1989,315,315,1,2000001,1,1,1,1,1,0,4
Watusi,1961,517,517,0,-99,0,0,0,0,4,2,0
Watusi,1962,517,517,0,2001,0,0,0,0,4,2,0
Watusi,1963,517,517,0,1500,0,0,0,0,4,2,0
Watusi,1964,517,517,0,2000,0,0,0,0,4,2,5
West Papuan self-determination campaign,1964,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1965,850,850,0,2001,0,0,0,0,50,3,0
West Papuan self-determination campaign,1966,850,850,0,2001,0,0,0,0,50,3,0
West Papuan self-determination campaign,1967,850,850,0,14000,0,0,0,0,50,3,0
West Papuan self-determination campaign,1968,850,850,0,2000,0,0,1,0,50,3,0
West Papuan self-determination campaign,1969,850,850,0,10001,0,0,0,0,50,3,0
West Papuan self-determination campaign,1970,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1971,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1972,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1973,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1974,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1975,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1976,850,850,0,5000,0,0,0,0,50,3,0
West Papuan self-determination campaign,1977,850,850,0,10000,0,0,0,0,50,3,0
West Papuan self-determination campaign,1978,850,850,0,2001,0,0,0,0,50,3,0
West Papuan self-determination campaign,1979,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1980,850,850,0,-99,1,0,0,0,50,3,0
West Papuan self-determination campaign,1981,850,850,0,201,1,0,0,0,50,3,0
West Papuan self-determination campaign,1982,850,850,0,-99,1,0,0,0,50,3,0
West Papuan self-determination campaign,1983,850,850,0,11000,1,0,0,0,50,3,0
West Papuan self-determination campaign,1984,850,850,0,1000,1,1,0,0,50,3,0
West Papuan self-determination campaign,1985,850,850,0,-99,1,0,0,0,50,3,0
West Papuan self-determination campaign,1986,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1987,850,850,0,500,0,0,0,0,50,3,0
West Papuan self-determination campaign,1988,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1989,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1990,850,850,0,44000,0,0,0,0,50,3,0
West Papuan self-determination campaign,1991,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1992,850,850,0,9000,0,0,0,0,50,3,0
West Papuan self-determination campaign,1993,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1994,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1995,850,850,0,101,0,0,0,0,50,3,0
West Papuan self-determination campaign,1996,850,850,0,10000,0,0,0,0,50,3,0
West Papuan self-determination campaign,1997,850,850,0,-99,0,0,0,0,50,3,0
West Papuan self-determination campaign,1998,850,850,0,2001,0,0,0,0,50,3,0
West Papuan self-determination campaign,1999,850,850,0,50000,0,0,0,0,50,3,0
West Papuan self-determination campaign,2000,850,850,1,25000,0,0,0,0,50,3,2
West Papuan self-determination campaign,2001,850,850,1,10000,0,0,0,0,50,3,1
West Papuan self-determination campaign,2002,850,850,1,18096,0,0,0,0,50,3,1
West Papuan self-determination campaign,2003,850,850,1,18096,0,0,0,0,50,3,2
West Papuan self-determination campaign,2004,850,850,1,18096,0,0,0,0,50,3,0
West Papuan self-determination campaign,2005,850,850,1,15001,0,0,0,0,50,3,0
West Papuan self-determination campaign,2006,850,850,1,18096,0,0,0,0,50,3,0
West Papuan self-determination campaign,2007,850,850,1,18096,0,0,0,0,50,3,3
West Papuan self-determination campaign,2008,850,850,1,18096,0,0,0,0,50,3,0
West Papuan self-determination campaign,2009,850,850,1,18096,0,0,0,0,50,3,0
West Papuan self-determination campaign,2010,850,850,1,45001,1,0,0,0,50,3,2
West Papuan self-determination campaign,2011,850,850,1,45001,1,0,0,0,50,3,0
West Papuan self-determination campaign,2012,850,850,1,45001,1,0,0,0,50,3,2
West Papuan self-determination campaign,2013,850,850,1,45001,1,0,0,0,50,3,0
Western Sahara Freedom Movement (POLISARIO),1975,,600,0,5000,1,1,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1976,,600,0,5000,1,1,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1977,,600,0,10000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1978,,600,0,7000,1,0,0,0,17,5,3
Western Sahara Freedom Movement (POLISARIO),1979,,600,0,10000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1980,,600,0,20000,1,1,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1981,,600,0,8000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1982,,600,1,17500,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1983,,600,1,20000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1984,,600,0,5000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1985,,600,0,20000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1986,,600,0,20000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1987,,600,0,12000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1988,,600,0,12000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1989,,600,0,10000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1990,,600,0,8000,1,0,0,0,17,5,0
Western Sahara Freedom Movement (POLISARIO),1991,,600,0,7000,1,0,0,0,17,5,5
Yahya Family revolt,1948,679,679,0,2001,1,1,1,1,1,0,4
Yemen leftists,1986,680,680,0,12000,0,0,0,0,1,0,5
Yemeni insurgency,1955,679,678,0,-99,0,1,0,0,5,5,1
Yemeni insurgency,1956,679,678,0,1500,0,0,0,0,5,5,0
Yemeni insurgency,1957,679,678,0,201,0,0,0,0,5,5,0
Yemeni insurgency,1958,679,678,0,1000,0,1,0,0,5,5,0
Yemeni insurgency,1959,679,678,0,-99,0,0,0,0,5,5,5
Yugoslavia student protests,1968,345,345,1,10000,0,0,0,0,1,2,5
Zambia Anti-Single Party,1990,551,551,1,441900,0,1,1,0,2,0,3
Zambia Anti-Single Party,1991,551,551,1,1000001,1,1,1,1,2,0,4
Zambia Anti-occupation,1960,551,200,1,170001,1,0,0,0,4,5,3
Zambia Anti-occupation,1961,551,200,1,170001,0,0,0,0,4,5,2
Zambia Anti-occupation,1962,551,200,1,170001,0,0,0,0,4,5,2
Zambia Anti-occupation,1963,551,200,1,1000000,0,0,0,1,4,5,4
Zimbabwe African People's Union,1974,552,552,0,6000,0,0,0,0,6,0,0
Zimbabwe African People's Union,1975,552,552,0,20001,0,0,0,0,6,0,0
Zimbabwe African People's Union,1976,552,552,0,20001,0,0,0,0,6,0,2
Zimbabwe African People's Union,1977,552,552,0,18000,0,0,0,0,6,0,2
Zimbabwe African People's Union,1978,552,552,0,20001,0,0,0,0,6,0,2
Zimbabwe African People's Union,1979,552,552,0,26001,0,0,0,0,6,0,5
Kurdish rebellion (Turkey),1978,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1979,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1980,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1981,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1982,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1983,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1984,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1985,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1986,640,640,0,300,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1987,640,640,0,1100,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1988,640,640,0,400,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1989,640,640,0,500,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1990,640,640,0,2000,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1991,640,640,0,2001,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1992,640,640,0,10000,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1993,640,640,0,10000,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1994,640,640,0,10000,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1995,640,640,0,10000,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1996,640,640,0,7500,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1997,640,640,0,120,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1998,640,640,0,5000,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),1999,640,640,0,2000,1,0,0,0,36,3,0
Kurdish rebellion (Turkey),2000,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2001,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2002,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2003,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2004,640,640,0,1800,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2005,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2006,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2007,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2008,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2009,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2010,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2011,640,640,0,2000,1,0,0,0,36,4,0
Kurdish rebellion (Turkey),2012,640,640,0,2000,1,0,0,0,36,4,1
Kurdish rebellion (Turkey),2013,640,640,0,2000,1,0,0,0,36,4,1
anti-coup Venezuelan campaign,2002,101,101,1,200000,0,0,1,1,1,0,4
Anti-Ceaucescu Movement,1987,360,360,1,16000,0,0,1,0,1,0,5
Aruba Pro-Independence Campaign,1977,,210,1,60000,1,0,0,0,1,3,5
Anti-King Hamad Campaign,2011,692,692,1,150000,0,0,1,0,3,0,1
Anti-King Hamad Campaign,2012,692,692,1,100000,0,0,0,0,3,0,0
Anti-King Hamad Campaign,2013,692,692,1,2001,0,0,0,0,3,0,2
Southern Yemen Secessionist Movement,2007,679,679,1,10001,0,0,1,0,7,1,1
Southern Yemen Secessionist Movement,2008,679,679,1,10001,0,0,0,0,7,3,2
Southern Yemen Secessionist Movement,2009,679,679,1,10001,1,0,0,0,7,3,0
Southern Yemen Secessionist Movement,2010,679,679,1,5000,0,0,0,0,7,3,0
Southern Yemen Secessionist Movement,2011,679,679,1,100000,1,1,1,0,7,3,1
Southern Yemen Secessionist Movement,2012,679,679,1,2001,1,1,0,0,7,3,3
